name,rate,image,glb_company_size,industry,review,salary,jobs,locations,description
Ulta Beauty,3.5,https://media.glassdoor.com/sql/9466/ulta-beauty-squarelogo-1438973561413.png,10000.0,Beauty & Personal Accessories Stores,11500.0,16600.0,8100.0,850 E Central Ave ,"
ALERT: We are aware of a scam whereby imposters are posing as employees from Ulta Beauty and vendors to Ulta Beauty. Beware of anyone requesting financial or personal information.

At Ulta Beauty, we take pride in creating a best in class candidate experience. During the recruitment process, no recruiter or employee will request financial or personal information (Social Security Number, credit card, driver’s license or bank information, etc.) from you via text or email. If you are suspicious of a job posting or job-related email mentioning Ulta Beauty, let us know by contacting us at 630-410-4800 or email HRServiceCenter@ulta.com.

At Ulta Beauty (NASDAQ: ULTA), the possibilities are beautiful. Ulta Beauty is the largest U.S. beauty retailer and the premier beauty destination for cosmetics, fragrance, skin care products, hair care products and salon services. In 1990, the Company reinvented the beauty retail experience by offering a new way to shop for beauty – bringing together all things beauty, all in one place. Today, Ulta Beauty has grown to become the top national retailer offering the complete beauty experience.
 
Ulta Beauty brings possibilities to life through the power of beauty each and every day in our stores and online with more than 25,000 products from approximately 500 well-established and emerging beauty brands across all categories and price points, including Ulta Beauty’s own private label. Ulta Beauty also offers a full-service salon in every store featuring hair, skin, brow, and make-up services."
TD,3.9,https://media.glassdoor.com/sql/3767/td-squarelogo-1593607213249.png,10000.0,Banking & Lending,19800.0,8600.0,1100.0,2 office locations,"TD Bank, America's Most Convenient Bank, is one of the largest banks in the U.S., providing over 10.0 million customers with a full range of retail, small business and commercial banking products and services at more than 1,100 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Auto Finance, a division of TD Bank, N.A., offers vehicle financing and dealer commercial services. TD Bank and its subsidiaries also offer customized private banking and wealth management services through TD Wealth®. TD Bank is headquartered in Cherry Hill, N.J."
Procter & Gamble,4.1,https://media.glassdoor.com/sql/544/procter-and-gamble-squarelogo.png,10000.0,Consumer Product Manufacturing,16900.0,9100.0,1400.0,36 office locations,"P&amp;G was founded over 175 years ago as a soap and candle company. Today, we’re the world’s largest consumer goods company and home to iconic, trusted brands, including Always®, Charmin®, Duracell®, Fairy®, Febreze®, Gillette®, Head &amp; Shoulders®, Oral B®, Pantene®, Pampers®, Tide®, and Vicks®.

The design, development, growth and success of these products—and many more—is thanks to the innovative and insightful minds of our people. From Day One, you’ll help make everyday life easier for our 5 billion customers through billion dollar brands. And as our customers are found around the globe, so too are our opportunities: wherever you are in the world, there will be a place for you with P&amp;G nearby.

We offer opportunities in approximately 70 countries and continually aim to attract, reward and advance the finest people in the world. As a ""build from within"" organization, we see 95% of our people start at an entry level and progress through the organization. Here, we want you to get your career off to a fast start. That's why we don't have any rotational development programs or gradual ramping-up periods: you’ll be able—and encouraged—to dive right in from day one.

Join us and help make life better through meaningful work that makes an impact from Day One."
ABC,4.0,https://media.glassdoor.com/sql/130/abc-squarelogo.png,10000.0,Broadcast Media,15900.0,11300.0,7,7 office locations,"Some Desperate Housewives, a Modern Family, and a group of doctors schooled in Grey's Anatomy call this network home. ABC operates the #3 television network in the US (behind CBS and FOX), with more than 230 affiliates (including 10 corporate-owned stations). ABC also owns an 80% stake in ESPN, a leader in cable sports broadcasting with a stable of channels, including ESPN2, ESPN Classic, and ESPN News, as well as its flagship channel. (Publisher Hearst owns the remaining 20% of ESPN.) In addition, the company operates mass-market publisher Hyperion. ABC is the cornerstone of Disney-ABC Television Group, the TV division of parent Walt Disney."
Cerner,3.5,https://media.glassdoor.com/sql/1242/cerner-squareLogo-1654696960872.png,10000.0,Computer Hardware Development,10200.0,16500.0,46,25 office locations,"We are innovators. What will you create with us?
At Cerner, we innovate at the intersection of technology, health and care to transform how healthcare is delivered. For us, it’s more than just innovation for the sake of innovation, and transformation is about more than change. It’s about being a part of something bigger than yourself – about impacting the future and communities all over the world.
Our smarter solutions are setting a new trajectory for the way healthcare is delivered, through applications so advanced, physicians and providers don’t even have to think about them. Instead, they can focus on what truly matters – saving and improving patient lives. 
Cerner solutions are licensed at more than 27,500 in over 35 countries. No matter the size or location of the organization, our systems and services are helping to solve the world’s most complex healthcare solutions.
It’s a promise today for an even better tomorrow. Make the most of your best at Cerner."
VMware,4.4,https://media.glassdoor.com/sql/12830/vmware-squarelogo-1605872987364.png,10000.0,Enterprise Software & Network Solutions,12000.0,16000.0,21,46 office locations,"VMware is a leading provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.

With VMware Cross-Cloud™ services and our global ecosystem of partners, we deliver the smartest path to cloud, edge, and app modernization. Our technology also supports multi-cloud autonomy for developers and consistent operations for DevSecOps—while creating a more secure, frictionless experience for the distributed workforce.

As the trusted foundation to accelerate innovation, VMware preserves customer choice and protects against lock-in. Instead of tradeoffs and compromises, our software offers businesses the freedom and flexibility they need to build the future."
Domino's,3.5,https://media.glassdoor.com/sql/2770/domino-s-squarelogo-1404949384206.png,10000.0,Restaurants & Cafes,17200.0,11800.0,42100.0,"Headquarters in Ann Arbor, MI","Founded in 1960, Domino's is the recognized world leader in pizza delivery, with a significant business in carryout pizza. It ranks among the world's top public restaurant brands with its global enterprise of more than 17,000 stores in over 90+ international markets. Its system is made up of franchise owner-operators who accounted for over 97% of the Domino's stores."
NVIDIA,4.6,https://media.glassdoor.com/sql/7633/nvidia-squareLogo-1672943582283.png,10000.0,Computer Hardware Development,5300.0,60400.0,1700.0,23 office locations,"Since its founding in 1993, NVIDIA (NASDAQ: NVDA) has been a pioneer in accelerated computing. The company’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited the era of modern AI and is fueling the creation of the metaverse. NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry."
Insight Global,3.8,https://media.glassdoor.com/sql/152783/insight-global-squareLogo-1611942057614.png,1001 to 5000 Employees,HR Consulting,11700.0,12400.0,209,69 office locations,"Insight Global isn’t just a staffing company. We’re a company that cares for others. It might sound lofty, but it's the idea that gets us up every day, determined to make it true. Insight Global is a company that people can anchor to in moments of triumph, struggle, and every time in between. Whoever you are and wherever you come from, you matter to us and we have your back. Whether it’s finding the right candidate for a job or seamlessly managing a project end to end, our conviction and commitment to our consultants and clients runs deep. With 60 field offices across the US and Canada, putting to work over 50,000 Consultants annually, we believe; together, anything is possible. "
Thomson Reuters,4.1,https://media.glassdoor.com/sql/100303/thomson-reuters-squareLogo-1688475995493.png,10000.0,Enterprise Software & Network Solutions,15800.0,10100.0,600,17 office locations,"Thomson Reuters is a leading provider of business information services. Our products include highly specialized information-enabled software and tools for legal, tax, accounting and compliance professionals combined with the world’s most global news service – Reuters. For more information on Thomson Reuters, visit tr.com and for the latest world news, reuters.com."
Ford Motor Company,4.0,https://media.glassdoor.com/sql/263/ford-motor-company-squareLogo-1685656516785.png,10000.0,Transportation Equipment Manufacturing,13700.0,13600.0,2300.0,26 office locations,"OUR PURPOSE
We believe in the power of creating a world with fewer obstacles and limits, where people have the freedom to build a better life and pursue their dreams.
 
To shorten the distance between where you are and where you want to go.

To connect people down the road and over the horizon — to discover possibilities, and enjoy the thrill, adventure and pride of moving freely.

From day one, we've provided people with tools to help them move forward and upward.
We've innovated to expand their opportunities. And we've worked to earn their trust, every single day.
 
We honor our legacy as we build the future – a better world for generations to come. Because when everyone is free to move, and free to dream, we do what we do best: we change the world.

OUR HISTORY
Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders.

OUR CULTURE
Ford is a family company in more ways than one. The culture is anchored in shared beliefs and ideals, acting for the common good. As an organization, Ford believes everyone should have the freedom to move and pursue their dreams, and seeks to create a culture of belonging for every employee.






Ford Motor Company (NYSE: F) is a global company based in Dearborn, Michigan. The company designs, manufactures, markets and services a full line of Ford trucks, utility vehicles, and cars – increasingly including electrified versions – and Lincoln luxury vehicles; provides financial services through Ford Motor Credit Company; and is pursuing leadership positions in electrification; mobility solutions, including self-driving services; and connected vehicle services.  Ford employs approximately 186,000 people worldwide. For more information regarding Ford, its products and Ford Motor Credit Company, please visit corporate.ford.com.

Privacy Policy: https://www.ford.com/help/privacy/

For career opportunities, please visit https://corporate.ford.com/careers.html."
H E B,4.2,https://media.glassdoor.com/sql/2824/h-e-b-squarelogo-1521485228314.png,10000.0,Grocery Stores,11800.0,16200.0,2100.0,2 office locations,"H-E-B is one of the largest, independently owned food retailers in the nation operating over 375 stores throughout Texas and Mexico, with annual sales generating over $23 billion. Described by industry experts as a daring innovator and smart competitor, H-E-B has led the way with creative new concepts, outstanding service and a commitment to diversity in our workforce, workplace and marketplace. H-E-B offers a wealth of career opportunities to our 100,000+ Partners (employees), competitive compensation and benefits program and comprehensive training that lead to successful careers."
Concentrix,4.0,https://media.glassdoor.com/sql/31549/concentrix-squareLogo-1695636773078.png,10000.0,Information Technology Support Services,34300.0,5600.0,1300.0,237 office locations,"We’re Concentrix + Webhelp and we Design, Build, and Run the future of CX.

We understand customers better than anyone else can. Within billions of data-points, our engineers find and harness the insight to craft experiences that touch hearts and move markets. We believe in creating experiences that go beyond Wow; combining human talent with artificial intelligence to design, build and run truly integrated customer journeys, at scale, across the entire enterprise. 

Whether you’re a small company with big ideas or a leading global brand, we’re not just your next-door neighbor, we’re everyone’s, everywhere. 

It doesn’t matter if your customer journey spans channels, technology, 
or even oceans – we’ve got you covered. 

We’re behind the scenes of the brands you rely on every day, So chances are, we’ve already met! 

Learn more: https://jobs.concentrix.com/global/en "
Victoria's Secret,3.5,https://media.glassdoor.com/sql/13903/victoria-s-secret-squareLogo-1642800196738.png,1001 to 5000 Employees,"Department, Clothing & Shoe Stores",12000.0,13600.0,1600.0,"Reynoldsburg, OH","Victoria’s Secret & Co. (NYSE: VSCO) is a specialty retailer of modern, fashion-inspired collections including signature bras, undies, panties, lingerie, casual sleepwear, athleisure and swim, as well as award-winning prestige fragrances and body care. VS&Co is comprised of market leading brands, Victoria’s Secret, Victoria’s Secret PINK and Happy Nation that share a common purpose of inspiring and uplifting our customers in every stage of their lives. We are committed to empowering our more than 30,000 associates across a global footprint of over 1,350 retail stores in more than 70 countries. We provide our customers with products and experiences that make them feel good inside and out while driving positive change through the power of our products, platform and advocacy. 
 
We are a community of smart, passionate and committed home office, stores and distribution center associates whose creativity, innovation and hard work fuel the world’s most recognized brands of VS&Co.  "
H&M,3.5,https://media.glassdoor.com/sql/11918/h-and-m-squareLogo-1657122434694.png,10000.0,"Department, Clothing & Shoe Stores",16500.0,9200.0,1300.0,"Headquarters in Stockholm, Sweden","When working at H&M you’re encouraged to be yourself & more. You’ll take on new responsibilities from day one, learn skills for life, meet friends completely unlike you that make you feel like you belong, and start finding ways to make your big dreams come true.
 
Our values have both guided and united since H&M was founded in 1947. They are the foundation of our culture, embedded in everything we do and everything we create. Together, our shared values create a common language and unique workplace culture.

We are privileged to have more than 120,000 colleagues, in over 75 countries across the world. That’s 120,000 individuals with unique experiences, skills, knowledge, and passions.
"
Kforce,3.9,https://media.glassdoor.com/sql/5441/kforce-squareLogo-1639416143264.png,10000.0,Business Consulting,3300.0,48300.0,272,"1150 Assembly Drive, Suite 500 ","Kforce is a solutions firm specializing in technology, finance and accounting, and professional staffing services. Our KNOWLEDGEforce® empowers industry-leading companies to achieve their digital transformation goals. We curate teams of technical experts who build solutions custom-tailored to each client’s needs. These scalable, flexible outcomes are shaped by deep market knowledge, thought leadership and our multi-industry expertise. 

Our integrated approach is rooted in 60 years of proven success deploying highly skilled professionals on a temporary and direct-hire basis. Each year, more than 25,000 talented experts work with a significant majority of the Fortune 500. Together, we deliver Great Results Through Strategic Partnership and Knowledge Sharing®.

A career at Kforce gives you the opportunity to experience, learn and grow. We believe trust and empowerment build the strongest teams. We help you achieve success with structured onboarding, training, mentorship and continuous development programs. You’ll have the ability to explore unique career path options that create opportunities for the future you envision for yourself. Join an award-winning firm that provides the tools, technology and support you need to achieve your greatest potential."
US Department of Veterans Affairs,3.7,https://media.glassdoor.com/sql/41429/us-department-of-veterans-affairs-squarelogo-1503799452898.png,10000.0,National Agencies,9500.0,16800.0,4500.0,25 office locations,"VA offers Veterans the largest, most technologically advanced, integrated health care system in the United States. We serve more than 9 million Veterans enrolled in the VA health system and operate more than 1,200 care sites, including 170 medical centers and more than 1,070 outpatient clinics, across all 50 states, the District of Columbia and U.S. territories. 

Currently, more than 322,000 full-time health care professionals and support staff work in interdisciplinary care teams to deliver patient services daily. VA’s patient population crosses a wide spectrum of individuals — from elderly World War II Veterans to younger heroes who served in operations Enduring Freedom and Iraqi Freedom. VA also serves a growing number of female Veterans, who currently account for 7% of the total Veteran population."
Intuit,4.4,https://media.glassdoor.com/sql/2293/intuit-squareLogo-1661448829538.png,10000.0,Software Development,10600.0,17300.0,1800.0,18 office locations,"Intuit is the global financial technology platform that powers prosperity for the people and communities we serve. With more than 100 million customers worldwide using TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper.

Our strategy is to create an AI-driven expert platform that helps solve our customers’ most important financial challenges. By digitizing the financial services industry, we’re giving people the confidence they need to make the right decisions for themselves and their families. 

Working with a day-one entrepreneurial mindset, we’re always open to new perspectives and ideas. This helps us remain nimble, encourages experimentation and open collaboration, and results in a constant stream of game-changing innovations. 

Through our culture of inclusion and belonging, you can do meaningful work with a diverse community of people who share your values and support you in doing the best work of your life. Learn more about Intuit and our career opportunities at intuit.com/careers."
Thermo Fisher Scientific,3.6,https://media.glassdoor.com/sql/658/thermo-fisher-scientific-squareLogo-1622674704280.png,10000.0,Biotech & Pharmaceuticals,10400.0,13500.0,6500.0,35 office locations,"Our global team of more than 125,000 colleagues delivers an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services, Patheon and PPD. For more information, please visit www.thermofisher.com."
Freelancer,4.2,https://media.glassdoor.com/sql/392261/freelancer-squarelogo-1503383966970.png,501 to 1000 Employees,HR Consulting,15900.0,10600.0,26,16 office locations,"8 time Webby award winning Freelancer.com is the world's largest freelancing and crowdsourcing marketplace by total number of users and projects posted. 

Over 15 million registered users have posted over 7.5 million projects and contests to date in over 700 areas as diverse as website development, logo design, marketing, copywriting, astrophysics, aerospace engineering and manufacturing. 

Freelancer Limited is listed on the Australian Securities Exchange under the ticker ASX:FLN."
Optum,3.7,https://media.glassdoor.com/sql/2409113/optum-squareLogo-1689785571840.png,10000.0,Health Care Services & Hospitals,10900.0,16100.000000000002,3200.0,8 office locations,"UnitedHealth Group is a health care and well-being company that’s dedicated to improving the health outcomes of millions worldwide. We are comprised of two distinct and complementary businesses, UnitedHealthcare and Optum, working to build a better health system for all. Here, your contributions matter as they will help transform health care for years to come. Make an impact with a diverse team that shares your passion for helping others.

Caring. Connecting. Growing together. 

Being a part of UnitedHealth Group means working to improve health outcomes for everyone, including yourself. Here is how:

Caring. Your total health and well-being are important to us. Whatever matters most to you — we have resources to help you be your best at work and at home. The benefits range from free Peloton courses to financial counseling. 

Connecting. We recognize our collective power to make an impact across our communities because we believe the health of any society is measured by the overall health of its people. 

Growing together. UnitedHealth Group is full of inspiring career stories, and we offer a lifetime of opportunities. Discover all the ways you can learn, grow and develop."
Northwestern Mutual,3.9,https://media.glassdoor.com/sql/2919/northwestern-mutual-squarelogo-1505752677735.png,5001 to 10000 Employees,Investment & Asset Management,10800.0,9700.0,842,"700 Central Avenue #300 St. Petersburg, FL ","Northwestern Mutual has been helping families and businesses achieve financial security for over 161  years. Through a distinctive, whole-picture planning approach including both insurance and investments, we empower people to be financially confident. We combine the expertise of our financial professionals with a personalized digital experience and leading-edge technology to best serve our clients.

With $250.4 billion in assets, $28.2 billion in revenues, and more than $1.6 trillion worth of life insurance protection in force, Northwestern Mutual delivers financial security to more than 4.4 million people who rely on us for life, disability income and long-term care insurance, annuities, brokerage and advisory services, trust services, and discretionary portfolio management solutions. 

We are strong supporters of our financial workforce nationwide as well as our home office professionals in Milwaukee, WI."
RTX,3.7,https://media.glassdoor.com/sql/561/rtx-squareLogo-1697547260138.png,10000.0,Aerospace & Defense,7900.0,16300.0,1400.0,25 office locations,"RTX is comprised of three market-leading businesses – Collins Aerospace, Pratt & Whitney and Raytheon – working as one to answer the biggest questions and solve the hardest problems in aerospace and defense.

At RTX, we're a diverse team of explorers united in our goal to push the boundaries of known science – and solve the world's most complex problems.

We design. We engineer. We code. We research. We patent. We test. We learn. We iterate. We manufacture. We produce.

We are advancing aviation, building smarter defense systems and creating innovations to take us deeper into space. Progress is not inevitable. It is initiated – by tirelessly asking the hard questions and finding answers.

Progress defines the future and defines us – because the progress we make matters."
CBRE,4.0,https://media.glassdoor.com/sql/465818/cbre-squareLogo-1631711657814.png,10000.0,Real Estate,11700.0,13100.0,2700.0,25 office locations,"CBRE is the world’s largest commercial real estate services and investment company, with the #1 global market position in leasing, property sales, outsourcing, property management and valuation. CBRE is also the largest commercial property developer in the United States, and has $129.1B of Assets Under Management within our Global Investors business. Our more than 100,000 employees serve clients in over 100 countries, including over 90% of the Fortune 100."
Labcorp,3.6,https://media.glassdoor.com/sql/1679/labcorp-squarelogo-1608085527142.png,10000.0,Health Care Services & Hospitals,9900.0,14400.0,1600.0,38 office locations,"Labcorp is a leading global life sciences company with a mission to improve health and improve lives. Combining world-class diagnostic solutions with its drug development business, our cutting-edge technologies, unparalleled data, and growing menu of standard and highly-specialized tests not only inform and empower patients and providers but help medical, biotech, and pharmaceutical companies transform ideas into innovations. Labcorp’s more than 60,000 employees are pursuing critical advances in science and changing the delivery of healthcare while advancing essential vaccines, cancer-fighting breakthroughs, and life-changing treatments for rare diseases. "
DICK'S Sporting Goods,3.7,https://media.glassdoor.com/sql/8666/dick-s-sporting-goods-squarelogo-1579179240059.png,10000.0,Sporting Goods Stores,10400.0,15400.0,2900.0,7 office locations,"THE STORY BEGINS...
DICK’S Sporting Goods was founded in 1948 when an 18-year-old Dick Stack was working at an Army surplus store in Binghamton, New York. An avid fisherman, Dick was approached by the store owner to come up with a list of products needed to get into the fishing tackle business. After Dick presented his suggestions, the owner told him he was a dumb kid and had no idea what he was doing. Dick was upset and promptly quit. He went to his grandmother’s house where he spent a lot of time as a kid and told her what had happened. Dick’s grandmother asked how much it would cost to build the store himself. Dick said it would cost $300. His grandmother then went to the cookie jar where she kept her life savings and gave him $300 and told him, “Do it yourself.” Dick used that money and his relentless work-ethic to open a bait-and-tackle shop in Binghamton. By the late 1970's, he expanded his product line to include much of what you’ll find at DICK’S Sporting Goods today.

AND LIVES ON...
Today, headquartered in Pittsburgh, DICK'S Sporting Goods is a leading omni-channel sporting goods retailer offering an extensive assortment of authentic, high-quality sports equipment, apparel, footwear and accessories. The company serves and inspires athletes and outdoor enthusiasts to achieve their personal best through a combination of its dedicated teammates, in-store services and unique specialty shop-in-shops dedicated to Team Sports, Athletic Apparel, Golf, Outdoor, Fitness and Footwear. DICK'S Sporting Goods also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S Sporting Goods offers its products through a dynamic eCommerce platform that is integrated with its store network and provides customers with the convenience and expertise of a 24-hour storefront.
"
Medtronic,3.9,https://media.glassdoor.com/sql/436/medtronic-squarelogo-1642656155652.png,10000.0,Health Care Products Manufacturing,10000.0,14000.0,1200.0,46 office locations,"Together, we change healthcare worldwide. At Medtronic, we push the limits of what healthcare technology and solutions can do to help alleviate pain, restore health and extend life. 

We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be. 

We can accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future."
American Airlines,3.7,https://media.glassdoor.com/sql/8/american-airlines-squareLogo-1625149309111.png,10000.0,"Airlines, Airports & Air Transportation",8000.0,12800.0,111,30 office locations,"Embark on an adventure with a commitment to service, excellence and humanity. Our team is what powers our airline. We are proudly dedicated to our purpose of caring for people on life’s journey, including connecting our customers to the people and places they love or providing our team members development and leadership opportunities to acquire new skills and explore their potential. 

With more than 1,300 aircraft in our mainline and regional fleets combined and an extensive route network that touches six continents, we’ve got a place for you to start — or continue — your career. Whether you’re stationed at one of our hundreds of airports, working out of our state-of-the-art headquarters in Fort Worth, Texas, or serving customers over the phone from your home office, there are endless opportunities for you to grow and lead at American."
Taco Bell,3.5,https://media.glassdoor.com/sql/10091/taco-bell-squarelogo-1479334320924.png,10000.0,Restaurants & Cafes,11900.0,13500.0,49000.0,"Headquarters in Irvine, CA","You and The Bell® has a nice ring to it.

Taco Bell restaurants have a variety of job opportunities to suit you. Whether you want to pursue a career with us or utilize our career opportunities to start chasing your dreams, we want to be a part of your story. Additionally, we continue to evolve our benefits for employees. Here's just a taste: free meals, competitive pay, flexible scheduling, paid time off, performance bonuses, education support, and career growth opportunities."
Chase,3.8,https://media.glassdoor.com/sql/690765/chase-squarelogo-1545241712897.png,10000.0,Banking & Lending,10200.0,13900.0,7,39 office locations,"Chase serves nearly half of America’s households with a broad range of financial services, including personal banking, credit cards, mortgages, auto financing, investment advice, small business loans and payment processing.

A career at Chase offers experienced professionals like you an array of opportunities to take your career in a new direction and make a positive impact along the way. Here, you’ll be encouraged to apply your skills, talents and experiences to a role with the potential to make a real difference, not just in your career, but for your customers, community and colleagues. 

We are a diverse and customer-obsessed team with a commitment to giving back to our local communities and building a healthy, vibrant company that creates opportunities for all employees. 

For customer service, contact us via chase.com/customerservice.

© 2021 JPMorgan Chase & Co. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran."
J.P. Morgan,4.0,https://media.glassdoor.com/sql/145/j-p-morgan-squarelogo-1479932535271.png,10000.0,Investment & Asset Management,23900.0,2200.0,--,25 office locations,"J.P. Morgan helps businesses, markets and communities grow and develop in more than 100 countries. Through our Corporate and Investment Bank, we provide banking, markets and investor services, treasury services and more for the world's most important corporations, governments and institutions. Our Asset and Wealth Management business provides global market insights and a range of investment capabilities for individuals and families, advisors and institutions. 

We are a diverse team of innovators with a commitment to building the best and most respected financial services company, giving back to our local communities and building a healthy, vibrant company that creates opportunities for all employees. We have an exceptional team of employees who work hard to do the right thing for our clients and the firm every day. This is why we are the most respected financial institution in the world — and why we can offer you an outstanding career.

©2021 JPMorgan Chase & Co. All rights reserved. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran."
Hilton,4.0,https://media.glassdoor.com/sql/330/hilton-squarelogo-1516639184966.png,10000.0,Hotels & Resorts,11000.0,11000.0,9100.0,27 office locations,"When you work at Hilton, it’s more than a job. It’s Chief Welcome Officers, Ultimate Stay Creators, Magic Makers and more. It’s an award-winning culture where you can bring your whole self to work every day. It’s benefits that empower you to defy expectations and seek excellence. It’s the flexibility to pursue your passions and grow your career with support every step of the way. The possibilities are endless with a career at Hilton, the #1 Hospitality Company ranked by Great Place to Work. Come for the job, thrive in your career, and enjoy the journey of Making The Stay! "
BNY Mellon,3.6,https://media.glassdoor.com/sql/78/bny-mellon-squareLogo-1695838312744.png,10000.0,Investment & Asset Management,11700.0,11100.0,2600.0,26 office locations,"Established in 1784, BNY Mellon is America’s oldest bank and the first company listed on the New York Stock Exchange (NYSE: BK). Today, BNY Mellon powers capital markets around the world through comprehensive solutions that help clients manage and service their financial assets throughout the investment life cycle. BNY Mellon had $46.6 trillion in assets under custody and/or administration and $1.9 trillion in assets under management as of March 31, 2023. BNY Mellon has been named among Fortune’s World’s Most Admired Companies and Fast Company’s Best Workplaces for Innovators. BNY Mellon is the corporate brand of The Bank of New York Mellon Corporation. Additional information is available on www.bnymellon.com. Follow us on LinkedIn or visit our Newsroom for the latest company news."
FedEx,3.7,https://media.glassdoor.com/sql/246/fedex-squarelogo-1557862760250.png,10000.0,Shipping & Trucking,10900.0,13300.0,137,36 office locations,"Holding company FedEx hopes its package of subsidiaries will keep delivering significant market share. Its FedEx Express unit is the world's #1 express transportation provider, delivering about 3.5 million packages daily to more than 220 countries and territories from about 2,000 FedEx Office shops. It maintains a fleet of about 690 aircraft and more than 50,000 motor vehicles and trailers. To complement the express delivery business, FedEx Ground provides small-package ground delivery in North America, and less-than-truckload (LTL) carrier FedEx Freight hauls larger shipments. FedEx Office stores offer a variety of document-related and other business services and serve as retail hubs for other FedEx units."
Progressive Insurance,3.8,https://media.glassdoor.com/sql/546/progressive-insurance-squareLogo-1688405572723.png,10000.0,Insurance Carriers,7100.0,13200.0,472,25 office locations,"For more than 80 years, Progressive has offered a wide range of insurance choices to customers, including Auto, Home, Renters, Motorcycle, and Boat policies, and more. Progressive is the fourth largest auto insurer in the country—a combined effort of every single Progressive person. We’re a diverse group of more than 50,000 talented employees—from all walks of life, all fields of business, and all 50 states. Everyone here plays a role in our success as we continue to find new and better ways to move the insurance industry forward and be there for our customers during every stage of their lives.

"
Philips,3.6,https://media.glassdoor.com/sql/3496/philips-squareLogo-1674059077328.png,10000.0,Health Care Services & Hospitals,12000.0,7800.0,971,17 office locations,"For more than 130 years, we have been creating technologies and innovations that improve people's 
lives and support healthcare practitioners. 
Headquartered in the Netherlands and operating in more than 100 countries globally, we focus our 
advanced technology and deep clinical and consumer insights on:
• Precision Diagnosis
• Image Guided Therapy
• Enterprise Informatics
• Monitoring/ Connected Care
• Sleep & Respiratory Care
• Personal Health
Learn more about our healthcare business: https://www.philips.com/a-w/about.html
Discover our rich and exciting history: https://www.philips.com/a-w/about/our-history.html"
Delta Air Lines,4.3,https://media.glassdoor.com/sql/197/delta-air-lines-squarelogo-1593011034072.png,10000.0,"Airlines, Airports & Air Transportation",7500.0,10700.0,48,29 office locations,"We’ve been connecting people since our first passenger flight in 1929. Since then, we’ve been steadily climbing toward our goal of being the world’s best airline. We serve more worldwide destinations than any other airline, we’ve added more international capacity than all other major U.S. airlines combined, and we’re the leader in trans-Atlantic flights. 

We’re guided by the belief that connecting the world is the most important work there is. That our purpose is to erase the distance that separates us. And that the farther we go, the closer we land."
IQVIA,3.9,https://media.glassdoor.com/sql/8347/iqvia-squareLogo-1631146794136.png,10000.0,Biotech & Pharmaceuticals,13700.0,9300.0,1200.0,2 office locations,"IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry dedicated to creating intelligent connections that deliver unique and actionable insights. With approximately 86,000 employees, IQVIA conducts operations in more than 100 countries."
Santander,3.7,https://media.glassdoor.com/sql/828048/santander-squareLogo-1692104440242.png,5001 to 10000 Employees,Banking & Lending,18700.0,6000.0,1600.0,42 office locations,"Santander US is a diversified financial business with 17,500 employees serving 5.2 million customers and with $144.8 billion assets. Santander's purpose is to help people and businesses prosper. In the U.S., Santander does this through Santander Bank, N.A., its fully-owned retail and commercial bank in the northeast, and Santander Consumer USA Holdings Inc., its approximately 69%-owned full-service, technology driven consumer finance company focused on vehicle finance based in Dallas, Texas. Santander Bank and Santander Consumer USA are subsidiaries of Santander Holdings USA, Inc. a fully-owned subsidiary of Banco Santander, S.A.

In addition, Santander engages in the U.S. in private banking through Banco Santander International in Miami; in commercial banking, consumer finance and broker-dealer activities in Puerto Rico; and in investment and corporate banking through its Global Corporate Banking division."
TEKsystems,3.8,https://media.glassdoor.com/sql/23297/teksystems-squarelogo.png,1001 to 5000 Employees,HR Consulting,10800.0,12100.0,53,38 office locations,"We’re partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services and real-world application, we work with progressive leaders to drive change. That’s the power of true partnership. TEKsystems is an Allegis Group company."
